country,crop,year,rainfall_mm,pesticides_tonnes,avg_temp,yield_tonnes_per_ha
Ecuador,Sweet potatoes,1999,2274.0,14216.0,21.21,5.6766
Ecuador,Sweet potatoes,1999,2274.0,14216.0,17.02,5.6766
Ecuador,Sweet potatoes,1999,2274.0,14216.0,21.43,5.6766
Ecuador,Wheat,1999,2274.0,14216.0,21.21,0.7001
Ecuador,Wheat,1999,2274.0,14216.0,17.02,0.7001
Ecuador,Wheat,1999,2274.0,14216.0,21.43,0.7001
Ecuador,Cassava,2000,2274.0,17948.0,21.34,3.4909
Ecuador,Cassava,2000,2274.0,17948.0,17.06,3.4909
Ecuador,Cassava,2000,2274.0,17948.0,21.46,3.4909
Ecuador,Maize,2000,2274.0,17948.0,21.34,1.4614
Ecuador,Maize,2000,2274.0,17948.0,17.06,1.4614
Ecuador,Maize,2000,2274.0,17948.0,21.46,1.4614
Ecuador,Plantains and others,2000,2274.0,17948.0,21.34,3.046
Ecuador,Plantains and others,2000,2274.0,17948.0,17.06,3.046
Ecuador,Plantains and others,2000,2274.0,17948.0,21.46,3.046
Ecuador,Potatoes,2000,2274.0,17948.0,21.34,5.6332
Ecuador,Potatoes,2000,2274.0,17948.0,17.06,5.6332
Ecuador,Potatoes,2000,2274.0,17948.0,21.46,5.6332
Ecuador,"Rice, paddy",2000,2274.0,17948.0,21.34,3.6812
Ecuador,"Rice, paddy",2000,2274.0,17948.0,17.06,3.6812
Ecuador,"Rice, paddy",2000,2274.0,17948.0,21.46,3.6812
Ecuador,Sorghum,2000,2274.0,17948.0,21.34,1.47
Ecuador,Sorghum,2000,2274.0,17948.0,17.06,1.47
Ecuador,Sorghum,2000,2274.0,17948.0,21.46,1.47
Ecuador,Soybeans,2000,2274.0,17948.0,21.34,1.7061
Ecuador,Soybeans,2000,2274.0,17948.0,17.06,1.7061
Ecuador,Soybeans,2000,2274.0,17948.0,21.46,1.7061
Ecuador,Sweet potatoes,2000,2274.0,17948.0,21.34,2.9181
Ecuador,Sweet potatoes,2000,2274.0,17948.0,17.06,2.9181
Ecuador,Sweet potatoes,2000,2274.0,17948.0,21.46,2.9181
Ecuador,Wheat,2000,2274.0,17948.0,21.34,0.6208
Ecuador,Wheat,2000,2274.0,17948.0,17.06,0.6208
Ecuador,Wheat,2000,2274.0,17948.0,21.46,0.6208
Ecuador,Cassava,2001,2274.0,7344.0,21.51,3.8
Ecuador,Cassava,2001,2274.0,7344.0,17.39,3.8
Ecuador,Cassava,2001,2274.0,7344.0,21.88,3.8
Ecuador,Maize,2001,2274.0,7344.0,21.51,0.7642
Ecuador,Maize,2001,2274.0,7344.0,17.39,0.7642
Ecuador,Maize,2001,2274.0,7344.0,21.88,0.7642
Ecuador,Plantains and others,2001,2274.0,7344.0,21.51,9.0347
Ecuador,Plantains and others,2001,2274.0,7344.0,17.39,9.0347
Ecuador,Plantains and others,2001,2274.0,7344.0,21.88,9.0347
Ecuador,Potatoes,2001,2274.0,7344.0,21.51,9.7253
Ecuador,Potatoes,2001,2274.0,7344.0,17.39,9.7253
Ecuador,Potatoes,2001,2274.0,7344.0,21.88,9.7253
Ecuador,"Rice, paddy",2001,2274.0,7344.0,21.51,3.6
Ecuador,"Rice, paddy",2001,2274.0,7344.0,17.39,3.6
Ecuador,"Rice, paddy",2001,2274.0,7344.0,21.88,3.6
Ecuador,Sorghum,2001,2274.0,7344.0,21.51,1.4384
Ecuador,Sorghum,2001,2274.0,7344.0,17.39,1.4384
Ecuador,Sorghum,2001,2274.0,7344.0,21.88,1.4384
Ecuador,Soybeans,2001,2274.0,7344.0,21.51,1.89
Ecuador,Soybeans,2001,2274.0,7344.0,17.39,1.89
Ecuador,Soybeans,2001,2274.0,7344.0,21.88,1.89
Ecuador,Sweet potatoes,2001,2274.0,7344.0,21.51,2.8134
Ecuador,Sweet potatoes,2001,2274.0,7344.0,17.39,2.8134
Ecuador,Sweet potatoes,2001,2274.0,7344.0,21.88,2.8134
Ecuador,Wheat,2001,2274.0,7344.0,21.51,0.61
Ecuador,Wheat,2001,2274.0,7344.0,17.39,0.61
Ecuador,Wheat,2001,2274.0,7344.0,21.88,0.61
Ecuador,Cassava,2002,2274.0,1302.49,22.23,4.0153
Ecuador,Cassava,2002,2274.0,1302.49,17.78,4.0153
Ecuador,Cassava,2002,2274.0,1302.49,22.47,4.0153
Ecuador,Maize,2002,2274.0,1302.49,22.23,1.4319
Ecuador,Maize,2002,2274.0,1302.49,17.78,1.4319
Ecuador,Maize,2002,2274.0,1302.49,22.47,1.4319
Ecuador,Plantains and others,2002,2274.0,1302.49,22.23,5.9057
Ecuador,Plantains and others,2002,2274.0,1302.49,17.78,5.9057
Ecuador,Plantains and others,2002,2274.0,1302.49,22.47,5.9057
Ecuador,Potatoes,2002,2274.0,1302.49,22.23,4.8788
Ecuador,Potatoes,2002,2274.0,1302.49,17.78,4.8788
Ecuador,Potatoes,2002,2274.0,1302.49,22.47,4.8788
Ecuador,"Rice, paddy",2002,2274.0,1302.49,22.23,3.8746
Ecuador,"Rice, paddy",2002,2274.0,1302.49,17.78,3.8746
Ecuador,"Rice, paddy",2002,2274.0,1302.49,22.47,3.8746
Ecuador,Sorghum,2002,2274.0,1302.49,22.23,2.0
Ecuador,Sorghum,2002,2274.0,1302.49,17.78,2.0
Ecuador,Sorghum,2002,2274.0,1302.49,22.47,2.0
Ecuador,Soybeans,2002,2274.0,1302.49,22.23,1.9963
Ecuador,Soybeans,2002,2274.0,1302.49,17.78,1.9963
Ecuador,Soybeans,2002,2274.0,1302.49,22.47,1.9963
Ecuador,Sweet potatoes,2002,2274.0,1302.49,22.23,1.3019
Ecuador,Sweet potatoes,2002,2274.0,1302.49,17.78,1.3019
Ecuador,Sweet potatoes,2002,2274.0,1302.49,22.47,1.3019
Ecuador,Wheat,2002,2274.0,1302.49,22.23,0.5696
Ecuador,Wheat,2002,2274.0,1302.49,17.78,0.5696
Ecuador,Wheat,2002,2274.0,1302.49,22.47,0.5696
Ecuador,Cassava,2004,2274.0,29799.84,22.04,3.9602
Ecuador,Cassava,2004,2274.0,29799.84,17.73,3.9602
Ecuador,Cassava,2004,2274.0,29799.84,22.33,3.9602
Ecuador,Maize,2004,2274.0,29799.84,22.04,1.8841
Ecuador,Maize,2004,2274.0,29799.84,17.73,1.8841
Ecuador,Maize,2004,2274.0,29799.84,22.33,1.8841
Ecuador,Plantains and others,2004,2274.0,29799.84,22.04,5.8351
Ecuador,Plantains and others,2004,2274.0,29799.84,17.73,5.8351
Ecuador,Plantains and others,2004,2274.0,29799.84,22.33,5.8351
Ecuador,Potatoes,2004,2274.0,29799.84,22.04,7.1587
Ecuador,Potatoes,2004,2274.0,29799.84,17.73,7.1587
Ecuador,Potatoes,2004,2274.0,29799.84,22.33,7.1587
Ecuador,"Rice, paddy",2004,2274.0,29799.84,22.04,4.2187
Ecuador,"Rice, paddy",2004,2274.0,29799.84,17.73,4.2187
Ecuador,"Rice, paddy",2004,2274.0,29799.84,22.33,4.2187
Ecuador,Sorghum,2004,2274.0,29799.84,22.04,2.0
Ecuador,Sorghum,2004,2274.0,29799.84,17.73,2.0
Ecuador,Sorghum,2004,2274.0,29799.84,22.33,2.0
Ecuador,Soybeans,2004,2274.0,29799.84,22.04,1.661
Ecuador,Soybeans,2004,2274.0,29799.84,17.73,1.661
Ecuador,Soybeans,2004,2274.0,29799.84,22.33,1.661
Ecuador,Sweet potatoes,2004,2274.0,29799.84,22.04,2.576
Ecuador,Sweet potatoes,2004,2274.0,29799.84,17.73,2.576
Ecuador,Sweet potatoes,2004,2274.0,29799.84,22.33,2.576
Ecuador,Wheat,2004,2274.0,29799.84,22.04,0.8053
Ecuador,Wheat,2004,2274.0,29799.84,17.73,0.8053
Ecuador,Wheat,2004,2274.0,29799.84,22.33,0.8053
Ecuador,Cassava,2005,2274.0,18391.23,21.82,4.4199
Ecuador,Cassava,2005,2274.0,18391.23,17.67,4.4199
Ecuador,Cassava,2005,2274.0,18391.23,22.21,4.4199
Ecuador,Maize,2005,2274.0,18391.23,21.82,2.1232
Ecuador,Maize,2005,2274.0,18391.23,17.67,2.1232
Ecuador,Maize,2005,2274.0,18391.23,22.21,2.1232
Ecuador,Plantains and others,2005,2274.0,18391.23,21.82,6.0846
Ecuador,Plantains and others,2005,2274.0,18391.23,17.67,6.0846
Ecuador,Plantains and others,2005,2274.0,18391.23,22.21,6.0846
Ecuador,Potatoes,2005,2274.0,18391.23,21.82,6.9668
Ecuador,Potatoes,2005,2274.0,18391.23,17.67,6.9668
Ecuador,Potatoes,2005,2274.0,18391.23,22.21,6.9668
Ecuador,"Rice, paddy",2005,2274.0,18391.23,21.82,3.8989
Ecuador,"Rice, paddy",2005,2274.0,18391.23,17.67,3.8989
Ecuador,"Rice, paddy",2005,2274.0,18391.23,22.21,3.8989
Ecuador,Sorghum,2005,2274.0,18391.23,21.82,1.4865
Ecuador,Sorghum,2005,2274.0,18391.23,17.67,1.4865
Ecuador,Sorghum,2005,2274.0,18391.23,22.21,1.4865
Ecuador,Soybeans,2005,2274.0,18391.23,21.82,1.9646
Ecuador,Soybeans,2005,2274.0,18391.23,17.67,1.9646
Ecuador,Soybeans,2005,2274.0,18391.23,22.21,1.9646
Ecuador,Sweet potatoes,2005,2274.0,18391.23,21.82,3.0654
Ecuador,Sweet potatoes,2005,2274.0,18391.23,17.67,3.0654
Ecuador,Sweet potatoes,2005,2274.0,18391.23,22.21,3.0654
Ecuador,Wheat,2005,2274.0,18391.23,21.82,0.722
Ecuador,Wheat,2005,2274.0,18391.23,17.67,0.722
Ecuador,Wheat,2005,2274.0,18391.23,22.21,0.722
Ecuador,Cassava,2006,2274.0,7953.42,22.09,3.4279
Ecuador,Cassava,2006,2274.0,7953.42,17.6,3.4279
Ecuador,Cassava,2006,2274.0,7953.42,22.31,3.4279
Ecuador,Maize,2006,2274.0,7953.42,22.09,1.8776
Ecuador,Maize,2006,2274.0,7953.42,17.6,1.8776
Ecuador,Maize,2006,2274.0,7953.42,22.31,1.8776
Ecuador,Plantains and others,2006,2274.0,7953.42,22.09,5.6123
Ecuador,Plantains and others,2006,2274.0,7953.42,17.6,5.6123
Ecuador,Plantains and others,2006,2274.0,7953.42,22.31,5.6123
Ecuador,Potatoes,2006,2274.0,7953.42,22.09,6.9768
Ecuador,Potatoes,2006,2274.0,7953.42,17.6,6.9768
Ecuador,Potatoes,2006,2274.0,7953.42,22.31,6.9768
Ecuador,"Rice, paddy",2006,2274.0,7953.42,22.09,4.1986
Ecuador,"Rice, paddy",2006,2274.0,7953.42,17.6,4.1986
Ecuador,"Rice, paddy",2006,2274.0,7953.42,22.31,4.1986
Ecuador,Sorghum,2006,2274.0,7953.42,22.09,1.5068
Ecuador,Sorghum,2006,2274.0,7953.42,17.6,1.5068
Ecuador,Sorghum,2006,2274.0,7953.42,22.31,1.5068
Ecuador,Soybeans,2006,2274.0,7953.42,22.09,1.15
Ecuador,Soybeans,2006,2274.0,7953.42,17.6,1.15
Ecuador,Soybeans,2006,2274.0,7953.42,22.31,1.15
Ecuador,Sweet potatoes,2006,2274.0,7953.42,22.09,1.875
Ecuador,Sweet potatoes,2006,2274.0,7953.42,17.6,1.875
Ecuador,Sweet potatoes,2006,2274.0,7953.42,22.31,1.875
Ecuador,Wheat,2006,2274.0,7953.42,22.09,0.7774
Ecuador,Wheat,2006,2274.0,7953.42,17.6,0.7774
Ecuador,Wheat,2006,2274.0,7953.42,22.31,0.7774
Ecuador,Cassava,2007,2274.0,14156.16,21.68,4.5107
Ecuador,Cassava,2007,2274.0,14156.16,17.44,4.5107
Ecuador,Cassava,2007,2274.0,14156.16,21.99,4.5107
Ecuador,Maize,2007,2274.0,14156.16,21.68,2.3105
Ecuador,Maize,2007,2274.0,14156.16,17.44,2.3105
Ecuador,Maize,2007,2274.0,14156.16,21.99,2.3105
Ecuador,Plantains and others,2007,2274.0,14156.16,21.68,5.5969
Ecuador,Plantains and others,2007,2274.0,14156.16,17.44,5.5969
Ecuador,Plantains and others,2007,2274.0,14156.16,21.99,5.5969
Ecuador,Potatoes,2007,2274.0,14156.16,21.68,6.8022
Ecuador,Potatoes,2007,2274.0,14156.16,17.44,6.8022
Ecuador,Potatoes,2007,2274.0,14156.16,21.99,6.8022
Ecuador,"Rice, paddy",2007,2274.0,14156.16,21.68,4.3555
Ecuador,"Rice, paddy",2007,2274.0,14156.16,17.44,4.3555
Ecuador,"Rice, paddy",2007,2274.0,14156.16,21.99,4.3555
Ecuador,Sorghum,2007,2274.0,14156.16,21.68,1.6
Ecuador,Sorghum,2007,2274.0,14156.16,17.44,1.6
Ecuador,Sorghum,2007,2274.0,14156.16,21.99,1.6
Ecuador,Soybeans,2007,2274.0,14156.16,21.68,1.7188
Ecuador,Soybeans,2007,2274.0,14156.16,17.44,1.7188
Ecuador,Soybeans,2007,2274.0,14156.16,21.99,1.7188
Ecuador,Sweet potatoes,2007,2274.0,14156.16,21.68,1.8824
Ecuador,Sweet potatoes,2007,2274.0,14156.16,17.44,1.8824
Ecuador,Sweet potatoes,2007,2274.0,14156.16,21.99,1.8824
Ecuador,Wheat,2007,2274.0,14156.16,21.68,0.8186
Ecuador,Wheat,2007,2274.0,14156.16,17.44,0.8186
Ecuador,Wheat,2007,2274.0,14156.16,21.99,0.8186
Ecuador,Cassava,2008,2274.0,15396.14,21.72,5.1231
Ecuador,Cassava,2008,2274.0,15396.14,17.16,5.1231
Ecuador,Cassava,2008,2274.0,15396.14,21.89,5.1231
Ecuador,Maize,2008,2274.0,15396.14,21.72,2.2442
Ecuador,Maize,2008,2274.0,15396.14,17.16,2.2442
Ecuador,Maize,2008,2274.0,15396.14,21.89,2.2442
Ecuador,Plantains and others,2008,2274.0,15396.14,21.72,4.5571
Ecuador,Plantains and others,2008,2274.0,15396.14,17.16,4.5571
Ecuador,Plantains and others,2008,2274.0,15396.14,21.89,4.5571
Ecuador,Potatoes,2008,2274.0,15396.14,21.72,6.1416
Ecuador,Potatoes,2008,2274.0,15396.14,17.16,6.1416
Ecuador,Potatoes,2008,2274.0,15396.14,21.89,6.1416
Ecuador,"Rice, paddy",2008,2274.0,15396.14,21.72,4.0639
Ecuador,"Rice, paddy",2008,2274.0,15396.14,17.16,4.0639
Ecuador,"Rice, paddy",2008,2274.0,15396.14,21.89,4.0639
Ecuador,Sorghum,2008,2274.0,15396.14,21.72,1.6
Ecuador,Sorghum,2008,2274.0,15396.14,17.16,1.6
Ecuador,Sorghum,2008,2274.0,15396.14,21.89,1.6
Ecuador,Soybeans,2008,2274.0,15396.14,21.72,1.6
Ecuador,Soybeans,2008,2274.0,15396.14,17.16,1.6
Ecuador,Soybeans,2008,2274.0,15396.14,21.89,1.6
Ecuador,Sweet potatoes,2008,2274.0,15396.14,21.72,2.1244
Ecuador,Sweet potatoes,2008,2274.0,15396.14,17.16,2.1244
Ecuador,Sweet potatoes,2008,2274.0,15396.14,21.89,2.1244
Ecuador,Wheat,2008,2274.0,15396.14,21.72,0.7466
Ecuador,Wheat,2008,2274.0,15396.14,17.16,0.7466
Ecuador,Wheat,2008,2274.0,15396.14,21.89,0.7466
Ecuador,Cassava,2009,2274.0,9666.87,22.01,3.1191
Ecuador,Cassava,2009,2274.0,9666.87,17.76,3.1191
Ecuador,Cassava,2009,2274.0,9666.87,22.42,3.1191
Ecuador,Maize,2009,2274.0,9666.87,22.01,2.2003
Ecuador,Maize,2009,2274.0,9666.87,17.76,2.2003
Ecuador,Maize,2009,2274.0,9666.87,22.42,2.2003
Ecuador,Plantains and others,2009,2274.0,9666.87,22.01,4.9631
Ecuador,Plantains and others,2009,2274.0,9666.87,17.76,4.9631
Ecuador,Plantains and others,2009,2274.0,9666.87,22.42,4.9631
Ecuador,Potatoes,2009,2274.0,9666.87,22.01,5.8531
Ecuador,Potatoes,2009,2274.0,9666.87,17.76,5.8531
Ecuador,Potatoes,2009,2274.0,9666.87,22.42,5.8531
Ecuador,"Rice, paddy",2009,2274.0,9666.87,22.01,4.0004
Ecuador,"Rice, paddy",2009,2274.0,9666.87,17.76,4.0004
Ecuador,"Rice, paddy",2009,2274.0,9666.87,22.42,4.0004
Ecuador,Sorghum,2009,2274.0,9666.87,22.01,1.6447
Ecuador,Sorghum,2009,2274.0,9666.87,17.76,1.6447
Ecuador,Sorghum,2009,2274.0,9666.87,22.42,1.6447
Ecuador,Soybeans,2009,2274.0,9666.87,22.01,1.6585
Ecuador,Soybeans,2009,2274.0,9666.87,17.76,1.6585
Ecuador,Soybeans,2009,2274.0,9666.87,22.42,1.6585
Ecuador,Sweet potatoes,2009,2274.0,9666.87,22.01,1.8947
Ecuador,Sweet potatoes,2009,2274.0,9666.87,17.76,1.8947
Ecuador,Sweet potatoes,2009,2274.0,9666.87,22.42,1.8947
Ecuador,Wheat,2009,2274.0,9666.87,22.01,0.8617
Ecuador,Wheat,2009,2274.0,9666.87,17.76,0.8617
Ecuador,Wheat,2009,2274.0,9666.87,22.42,0.8617
Ecuador,Cassava,2010,2274.0,31637.12,21.98,3.2033
Ecuador,Cassava,2010,2274.0,31637.12,17.79,3.2033
Ecuador,Cassava,2010,2274.0,31637.12,22.3,3.2033
Ecuador,Maize,2010,2274.0,31637.12,21.98,2.2348
Ecuador,Maize,2010,2274.0,31637.12,17.79,2.2348
Ecuador,Maize,2010,2274.0,31637.12,22.3,2.2348
Ecuador,Plantains and others,2010,2274.0,31637.12,21.98,4.8375
Ecuador,Plantains and others,2010,2274.0,31637.12,17.79,4.8375
Ecuador,Plantains and others,2010,2274.0,31637.12,22.3,4.8375
Ecuador,Potatoes,2010,2274.0,31637.12,21.98,8.7422
Ecuador,Potatoes,2010,2274.0,31637.12,17.79,8.7422
Ecuador,Potatoes,2010,2274.0,31637.12,22.3,8.7422
Ecuador,"Rice, paddy",2010,2274.0,31637.12,21.98,4.3399
Ecuador,"Rice, paddy",2010,2274.0,31637.12,17.79,4.3399
Ecuador,"Rice, paddy",2010,2274.0,31637.12,22.3,4.3399
Ecuador,Sorghum,2010,2274.0,31637.12,21.98,1.6254
Ecuador,Sorghum,2010,2274.0,31637.12,17.79,1.6254
Ecuador,Sorghum,2010,2274.0,31637.12,22.3,1.6254
Ecuador,Soybeans,2010,2274.0,31637.12,21.98,1.6279
Ecuador,Soybeans,2010,2274.0,31637.12,17.79,1.6279
Ecuador,Soybeans,2010,2274.0,31637.12,22.3,1.6279
Ecuador,Sweet potatoes,2010,2274.0,31637.12,21.98,1.8963
Ecuador,Sweet potatoes,2010,2274.0,31637.12,17.79,1.8963
Ecuador,Sweet potatoes,2010,2274.0,31637.12,22.3,1.8963
Ecuador,Wheat,2010,2274.0,31637.12,21.98,0.8912
Ecuador,Wheat,2010,2274.0,31637.12,17.79,0.8912
Ecuador,Wheat,2010,2274.0,31637.12,22.3,0.8912
Ecuador,Cassava,2011,2274.0,17529.44,21.78,2.8346
Ecuador,Cassava,2011,2274.0,17529.44,17.42,2.8346
Ecuador,Cassava,2011,2274.0,17529.44,22.11,2.8346
Ecuador,Maize,2011,2274.0,17529.44,21.78,1.6672
Ecuador,Maize,2011,2274.0,17529.44,17.42,1.6672
Ecuador,Maize,2011,2274.0,17529.44,22.11,1.6672
Ecuador,Plantains and others,2011,2274.0,17529.44,21.78,5.1321
Ecuador,Plantains and others,2011,2274.0,17529.44,17.42,5.1321
Ecuador,Plantains and others,2011,2274.0,17529.44,22.11,5.1321
Ecuador,Potatoes,2011,2274.0,17529.44,21.78,7.7752
Ecuador,Potatoes,2011,2274.0,17529.44,17.42,7.7752
Ecuador,Potatoes,2011,2274.0,17529.44,22.11,7.7752
Ecuador,"Rice, paddy",2011,2274.0,17529.44,21.78,4.4792
Ecuador,"Rice, paddy",2011,2274.0,17529.44,17.42,4.4792
Ecuador,"Rice, paddy",2011,2274.0,17529.44,22.11,4.4792
Ecuador,Sorghum,2011,2274.0,17529.44,21.78,1.5838
Ecuador,Sorghum,2011,2274.0,17529.44,17.42,1.5838
Ecuador,Sorghum,2011,2274.0,17529.44,22.11,1.5838
Ecuador,Soybeans,2011,2274.0,17529.44,21.78,1.625
Ecuador,Soybeans,2011,2274.0,17529.44,17.42,1.625
Ecuador,Soybeans,2011,2274.0,17529.44,22.11,1.625
Ecuador,Sweet potatoes,2011,2274.0,17529.44,21.78,1.9113
Ecuador,Sweet potatoes,2011,2274.0,17529.44,17.42,1.9113
Ecuador,Sweet potatoes,2011,2274.0,17529.44,22.11,1.9113
Ecuador,Wheat,2011,2274.0,17529.44,21.78,0.9249
Ecuador,Wheat,2011,2274.0,17529.44,17.42,0.9249
Ecuador,Wheat,2011,2274.0,17529.44,22.11,0.9249
Ecuador,Cassava,2012,2274.0,11469.74,21.86,4.5419
Ecuador,Cassava,2012,2274.0,11469.74,17.46,4.5419
Ecuador,Cassava,2012,2274.0,11469.74,22.16,4.5419
Ecuador,Maize,2012,2274.0,11469.74,21.86,2.7324
Ecuador,Maize,2012,2274.0,11469.74,17.46,2.7324
Ecuador,Maize,2012,2274.0,11469.74,22.16,2.7324
Ecuador,Plantains and others,2012,2274.0,11469.74,21.86,6.0942
Ecuador,Plantains and others,2012,2274.0,11469.74,17.46,6.0942
Ecuador,Plantains and others,2012,2274.0,11469.74,22.16,6.0942
Ecuador,Potatoes,2012,2274.0,11469.74,21.86,8.3078
Ecuador,Potatoes,2012,2274.0,11469.74,17.46,8.3078
Ecuador,Potatoes,2012,2274.0,11469.74,22.16,8.3078
Ecuador,"Rice, paddy",2012,2274.0,11469.74,21.86,4.2178
Ecuador,"Rice, paddy",2012,2274.0,11469.74,17.46,4.2178
Ecuador,"Rice, paddy",2012,2274.0,11469.74,22.16,4.2178
Ecuador,Sorghum,2012,2274.0,11469.74,21.86,1.5667
Ecuador,Sorghum,2012,2274.0,11469.74,17.46,1.5667
Ecuador,Sorghum,2012,2274.0,11469.74,22.16,1.5667
Ecuador,Soybeans,2012,2274.0,11469.74,21.86,1.6923
Ecuador,Soybeans,2012,2274.0,11469.74,17.46,1.6923
Ecuador,Soybeans,2012,2274.0,11469.74,22.16,1.6923
Ecuador,Sweet potatoes,2012,2274.0,11469.74,21.86,1.9575
Ecuador,Sweet potatoes,2012,2274.0,11469.74,17.46,1.9575
Ecuador,Sweet potatoes,2012,2274.0,11469.74,22.16,1.9575
Ecuador,Wheat,2012,2274.0,11469.74,21.86,0.7995
Ecuador,Wheat,2012,2274.0,11469.74,17.46,0.7995
Ecuador,Wheat,2012,2274.0,11469.74,22.16,0.7995
Ecuador,Cassava,2013,2274.0,6471.77,21.69,2.5112
Ecuador,Cassava,2013,2274.0,6471.77,17.28,2.5112
Ecuador,Cassava,2013,2274.0,6471.77,21.94,2.5112
Ecuador,Maize,2013,2274.0,6471.77,21.69,2.3702
Ecuador,Maize,2013,2274.0,6471.77,17.28,2.3702
Ecuador,Maize,2013,2274.0,6471.77,21.94,2.3702
Ecuador,Plantains and others,2013,2274.0,6471.77,21.69,4.9591
Ecuador,Plantains and others,2013,2274.0,6471.77,17.28,4.9591
Ecuador,Plantains and others,2013,2274.0,6471.77,21.94,4.9591
Ecuador,Potatoes,2013,2274.0,6471.77,21.69,7.3131
Ecuador,Potatoes,2013,2274.0,6471.77,17.28,7.3131
Ecuador,Potatoes,2013,2274.0,6471.77,21.94,7.3131
Ecuador,"Rice, paddy",2013,2274.0,6471.77,21.69,3.821
Ecuador,"Rice, paddy",2013,2274.0,6471.77,17.28,3.821
Ecuador,"Rice, paddy",2013,2274.0,6471.77,21.94,3.821
Ecuador,Sorghum,2013,2274.0,6471.77,21.69,1.5608
Ecuador,Sorghum,2013,2274.0,6471.77,17.28,1.5608
Ecuador,Sorghum,2013,2274.0,6471.77,21.94,1.5608
Ecuador,Soybeans,2013,2274.0,6471.77,21.69,1.6585
Ecuador,Soybeans,2013,2274.0,6471.77,17.28,1.6585
Ecuador,Soybeans,2013,2274.0,6471.77,21.94,1.6585
Ecuador,Sweet potatoes,2013,2274.0,6471.77,21.69,1.9113
Ecuador,Sweet potatoes,2013,2274.0,6471.77,17.28,1.9113
Ecuador,Sweet potatoes,2013,2274.0,6471.77,21.94,1.9113
Ecuador,Wheat,2013,2274.0,6471.77,21.69,0.7064
Ecuador,Wheat,2013,2274.0,6471.77,17.28,0.7064
Ecuador,Wheat,2013,2274.0,6471.77,21.94,0.7064
Egypt,Maize,1990,51.0,13214.0,20.73,5.7803
Egypt,Maize,1990,51.0,13214.0,21.6,5.7803
Egypt,Potatoes,1990,51.0,13214.0,20.73,20.5592
Egypt,Potatoes,1990,51.0,13214.0,21.6,20.5592
Egypt,"Rice, paddy",1990,51.0,13214.0,20.73,7.2663
Egypt,"Rice, paddy",1990,51.0,13214.0,21.6,7.2663
Egypt,Sorghum,1990,51.0,13214.0,20.73,4.692
Egypt,Sorghum,1990,51.0,13214.0,21.6,4.692
Egypt,Soybeans,1990,51.0,13214.0,20.73,2.5773
Egypt,Soybeans,1990,51.0,13214.0,21.6,2.5773
Egypt,Sweet potatoes,1990,51.0,13214.0,20.73,25.793
Egypt,Sweet potatoes,1990,51.0,13214.0,21.6,25.793
Egypt,Wheat,1990,51.0,13214.0,20.73,5.1967
Egypt,Wheat,1990,51.0,13214.0,21.6,5.1967
Egypt,Maize,1991,51.0,8255.0,20.64,5.8951
Egypt,Maize,1991,51.0,8255.0,21.65,5.8951
Egypt,Potatoes,1991,51.0,8255.0,20.64,20.2345
Egypt,Potatoes,1991,51.0,8255.0,21.65,20.2345
Egypt,"Rice, paddy",1991,51.0,8255.0,20.64,7.4554
Egypt,"Rice, paddy",1991,51.0,8255.0,21.65,7.4554
Egypt,Sorghum,1991,51.0,8255.0,20.64,4.9724
Egypt,Sorghum,1991,51.0,8255.0,21.65,4.9724
Egypt,Soybeans,1991,51.0,8255.0,20.64,2.8366
Egypt,Soybeans,1991,51.0,8255.0,21.65,2.8366
Egypt,Sweet potatoes,1991,51.0,8255.0,20.64,27.0456
Egypt,Sweet potatoes,1991,51.0,8255.0,21.65,27.0456
Egypt,Wheat,1991,51.0,8255.0,20.64,4.8163
Egypt,Wheat,1991,51.0,8255.0,21.65,4.8163
Egypt,Maize,1992,51.0,6156.0,20.09,6.1346
Egypt,Maize,1992,51.0,6156.0,21.11,6.1346
Egypt,Potatoes,1992,51.0,6156.0,20.09,20.9071
Egypt,Potatoes,1992,51.0,6156.0,21.11,20.9071
Egypt,"Rice, paddy",1992,51.0,6156.0,20.09,7.6511
Egypt,"Rice, paddy",1992,51.0,6156.0,21.11,7.6511
Egypt,Sorghum,1992,51.0,6156.0,20.09,5.1247
Egypt,Sorghum,1992,51.0,6156.0,21.11,5.1247
Egypt,Soybeans,1992,51.0,6156.0,20.09,2.6981
Egypt,Soybeans,1992,51.0,6156.0,21.11,2.6981
Egypt,Sweet potatoes,1992,51.0,6156.0,20.09,24.1308
Egypt,Sweet potatoes,1992,51.0,6156.0,21.11,24.1308
Egypt,Wheat,1992,51.0,6156.0,20.09,5.2546
Egypt,Wheat,1992,51.0,6156.0,21.11,5.2546
Egypt,Maize,1993,51.0,4175.0,20.74,6.078
Egypt,Maize,1993,51.0,4175.0,21.79,6.078
Egypt,Potatoes,1993,51.0,4175.0,20.74,20.7792
Egypt,Potatoes,1993,51.0,4175.0,21.79,20.7792
Egypt,"Rice, paddy",1993,51.0,4175.0,20.74,7.7184
Egypt,"Rice, paddy",1993,51.0,4175.0,21.79,7.7184
Egypt,Sorghum,1993,51.0,4175.0,20.74,5.3366
Egypt,Sorghum,1993,51.0,4175.0,21.79,5.3366
Egypt,Soybeans,1993,51.0,4175.0,20.74,2.7534
Egypt,Soybeans,1993,51.0,4175.0,21.79,2.7534
Egypt,Sweet potatoes,1993,51.0,4175.0,20.74,26.0629
Egypt,Sweet potatoes,1993,51.0,4175.0,21.79,26.0629
